NAME,B01003_001E,B17001_001E,B17001_002E,state,county
"Hennepin County, Minnesota",1235478,1212940,133772,27,053
"Brown County, Minnesota",25211,24071,1878,27,015
"Chippewa County, Minnesota",12010,11765,1170,27,023
"Clearwater County, Minnesota",8812,8619,1461,27,029
"Hubbard County, Minnesota",20862,20635,2256,27,057
"Isanti County, Minnesota",38974,38495,2745,27,059
"Martin County, Minnesota",19964,19648,2614,27,091
"Mower County, Minnesota",39602,38893,4987,27,099
"Pine County, Minnesota",29129,27304,3433,27,115
"Olmsted County, Minnesota",153065,150916,13490,27,109
"Wadena County, Minnesota",13646,13248,2023,27,159
"Benton County, Minnesota",39779,39054,4927,27,009
"Freeborn County, Minnesota",30526,29943,3667,27,047
"McLeod County, Minnesota",35825,35438,3138,27,085
"Pope County, Minnesota",10980,10765,784,27,121
"Stevens County, Minnesota",9784,9462,1486,27,149
"Swift County, Minnesota",9411,9271,1223,27,151
"Holmes County, Mississippi",18075,17358,7565,28,051
"Amite County, Mississippi",12468,12354,2999,28,005
"Calhoun County, Mississippi",14571,14241,3577,28,013
"Tishomingo County, Mississippi",19478,19203,3423,28,141
"Wayne County, Mississippi",20422,20198,4443,28,153
"Austin County, Texas",29565,29295,3159,48,015
"Kenedy County, Texas",595,595,42,48,261
"Nueces County, Texas",360486,352632,57686,48,355
"Colorado County, Texas",21022,20689,2242,48,089
"San Patricio County, Texas",67046,66214,10856,48,409
"Rains County, Texas",11473,11382,1261,48,379
"Randall County, Texas",132475,129832,11236,48,381
"Real County, Texas",3389,3292,751,48,385
"San Saba County, Texas",5962,5244,792,48,411
"Schleicher County, Texas",3061,3061,452,48,413
"Sterling County, Texas",1141,1103,39,48,431
"Zavala County, Texas",12131,11935,4150,48,507
"Calhoun County, Texas",21807,21501,3041,48,057
"Carson County, Texas",6032,5962,378,48,065
"Foard County, Texas",1408,1373,95,48,155
"Freestone County, Texas",19709,18037,3105,48,161
"Goliad County, Texas",7531,7431,1267,48,175
"Hamilton County, Texas",8269,7971,1303,48,193
"Hardeman County, Texas",3952,3928,494,48,197
"Mitchell County, Texas",8558,6164,559,48,335
"Briscoe County, Texas",1546,1523,238,48,045
"Lavaca County, Texas",19941,19490,2271,48,285
"Terry County, Texas",12615,11499,1807,48,445
"Jeff Davis County, Texas",2234,2172,142,48,243
"Webb County, Texas",272053,268522,80742,48,479
"Jim Hogg County, Texas",5282,5232,1431,48,247
"Montgomery County, Texas",554445,550453,54526,48,339
"Dallam County, Texas",7243,7204,1001,48,111
"Armstrong County, Texas",1916,1845,135,48,011
"Castro County, Texas",7787,7662,1201,48,069
"Kleberg County, Texas",31425,29557,7727,48,273
"Willacy County, Texas",21754,20179,6657,48,489
"Crosby County, Texas",5861,5780,1194,48,107
"Fisher County, Texas",3883,3840,617,48,151
"Duval County, Texas",11355,10738,2751,48,131
"Blanco County, Texas",11279,11104,1056,48,031
"Jasper County, Texas",35504,34406,5751,48,241
"Kinney County, Texas",3675,3437,640,48,271
"Deaf Smith County, Texas",18899,18631,3248,48,117
"Galveston County, Texas",327089,320046,42158,48,167
"La Salle County, Texas",7409,6471,786,48,283
"Roberts County, Texas",885,867,106,48,393
"Tyler County, Texas",21496,18754,2798,48,457
"Wheeler County, Texas",5482,5381,972,48,483
"Bowie County, Texas",93858,88265,15158,48,037
"Brewster County, Texas",9216,9009,1117,48,043
"Kent County, Texas",749,707,77,48,263
"Smith County, Texas",225015,219948,36119,48,423
"Crockett County, Texas",3633,3559,739,48,105
"Hardin County, Texas",56379,55794,7010,48,199
"Howard County, Texas",36667,31610,5301,48,227
"Leon County, Texas",17098,16995,2824,48,289
"Montague County, Texas",19409,19076,2711,48,337
"Panola County, Texas",23440,22836,3623,48,365
"Millard County, Utah",12733,12594,1436,49,027
"Washington County, Utah",160537,158546,19719,49,053
"Kane County, Utah",7350,7231,924,49,025
"Grand County, Utah",9616,9452,795,49,019
"Rich County, Utah",2350,2343,372,49,033
"Wasatch County, Utah",30523,30249,2167,49,051
"Box Elder County, Utah",53001,52565,4879,49,003
"Iron County, Utah",49691,49101,9645,49,021
"Sevier County, Utah",21118,20691,2779,49,041
"Weber County, Utah",247731,244770,27753,49,057
"Duchesne County, Utah",20219,19784,2630,49,013
"San Juan County, Utah",15281,14862,3951,49,037
"Salt Lake County, Utah",1120805,1106418,107925,49,035
"Uintah County, Utah",36323,35850,4279,49,047
"Daggett County, Utah",612,494,23,49,009
"Davis County, Utah",340621,338323,18764,49,011
"Wayne County, Utah",2694,2651,225,49,055
"Carbon County, Utah",20356,19967,3156,49,007
"Emery County, Utah",10248,10180,1298,49,015
"Morgan County, Utah",11391,11363,336,49,029
"Cache County, Utah",122336,119447,18119,49,005
"Garfield County, Utah",5017,4809,857,49,017
"Juab County, Utah",10948,10794,1229,49,023
"Rutland County, Vermont",59273,57156,6100,50,021
"Orleans County, Vermont",26911,26061,3641,50,019
"Grand Isle County, Vermont",6965,6922,528,50,013
"Orange County, Vermont",28937,28364,3064,50,017
"Chittenden County, Vermont",162052,152414,17916,50,007
"Lamoille County, Vermont",25268,24668,3574,50,015
"Windsor County, Vermont",55427,54489,5452,50,027
"Caledonia County, Vermont",30425,29294,3611,50,005
"Tazewell County, Virginia",42080,40559,6550,51,185
"Windham County, Vermont",43150,41529,5574,50,025
"Addison County, Vermont",36939,34003,2631,50,001
"Washington County, Vermont",58477,56211,6407,50,023
"Falls Church city, Virginia",14067,14033,377,51,610
"Manassas Park city, Virginia",16423,16321,1583,51,685
"Poquoson city, Virginia",12039,11983,536,51,735
"Sussex County, Virginia",11486,7890,1382,51,183
"Waynesboro city, Virginia",21926,21633,3766,51,820
"Roanoke city, Virginia",99621,97694,20046,51,770
"Salem city, Virginia",25519,23010,2095,51,775
"Norfolk city, Virginia",245592,220136,43383,51,710
"Charlotte County, Virginia",12095,11873,2859,51,037
"Fairfax County, Virginia",1143529,1133591,69895,51,059
"Greensville County, Virginia",11659,8444,1407,51,081
"James City County, Virginia",74153,73195,5695,51,095
"Russell County, Virginia",27408,27078,5276,51,167
"Smyth County, Virginia",31059,30324,5818,51,173
"Lexington city, Virginia",7110,3820,826,51,678
"Campbell County, Virginia",55170,54494,6414,51,031
"Henry County, Virginia",51588,50886,10347,51,089
"King George County, Virginia",25890,25647,1452,51,099
"Lancaster County, Virginia",10804,10713,983,51,103
"Lee County, Virginia",24134,22591,5414,51,105
"Mathews County, Virginia",8796,8713,942,51,115
"Middlesex County, Virginia",10700,10353,874,51,119
"Prince George County, Virginia",37894,33926,3142,51,149
"Rockingham County, Virginia",79444,77499,7401,51,165
"Scott County, Virginia",22009,21138,3923,51,169
"Surry County, Virginia",6600,6600,839,51,181
"Appomattox County, Virginia",15577,15487,2096,51,011
"Franklin County, Virginia",56233,54475,8940,51,067
"King and Queen County, Virginia",7052,7042,1165,51,097
"Montgomery County, Virginia",97997,88706,21533,51,121
"New Kent County, Virginia",21103,20482,992,51,127
"Cumberland County, Virginia",9786,9709,1880,51,049
"Goochland County, Virginia",22482,21302,1136,51,075
"Halifax County, Virginia",34779,34049,5145,51,083
"Madison County, Virginia",13139,12940,1070,51,113
"Prince William County, Virginia",456749,451060,30520,51,153
"Southampton County, Virginia",17939,16326,1665,51,175
"Highland County, Virginia",2214,2184,268,51,091
"Brunswick County, Virginia",16665,14390,3082,51,025
"Caroline County, Virginia",30184,27904,2307,51,033
"Gloucester County, Virginia",37161,36884,3125,51,073
"Northampton County, Virginia",11957,11631,2216,51,131
"Patrick County, Virginia",17859,17491,3264,51,141
"Powhatan County, Virginia",28574,25870,1383,51,145
"Rockbridge County, Virginia",22509,22276,3075,51,163
"Shenandoah County, Virginia",43045,42606,4620,51,171
"Fauquier County, Virginia",69115,68696,4177,51,061
"Charles City County, Virginia",6995,6960,910,51,036
"Culpeper County, Virginia",50450,48744,3986,51,047
"Dinwiddie County, Virginia",28308,27677,3542,51,053
"Greene County, Virginia",19410,19289,1151,51,079
"Hanover County, Virginia",104449,102635,5725,51,085
"Lunenburg County, Virginia",12278,11309,2022,51,111
"Orange County, Virginia",35612,34749,2984,51,137
"Harrisonburg city, Virginia",53391,46011,12953,51,660
"Emporia city, Virginia",5381,5164,1499,51,595
"Wythe County, Virginia",28940,28600,4468,51,197
"Chesapeake city, Virginia",237820,231227,20768,51,550
"Albemarle County, Virginia",106355,98891,9675,51,003
"Bedford County, Virginia",77908,77293,7046,51,019
"Botetourt County, Virginia",33222,32842,2629,51,023
"Wise County, Virginia",39025,35898,7890,51,195
"Bristol city, Virginia",16843,16498,3740,51,520
"Portsmouth city, Virginia",95311,91565,15707,51,740
"Williamsburg city, Virginia",14788,10537,2356,51,830
"Alleghany County, Virginia",15286,14940,3023,51,005
"Carroll County, Virginia",29738,29448,4429,51,035
"Washington County, Virginia",54406,52505,7862,51,191
"Northumberland County, Virginia",12223,12210,1700,51,133
"Page County, Virginia",23749,23506,4303,51,139
"Warren County, Virginia",39449,38516,4004,51,187
"Alexandria city, Virginia",156505,155124,16432,51,510
"Fredericksburg city, Virginia",28469,25975,3672,51,630
"Hampton city, Virginia",135583,130712,20609,51,650
"Arlington County, Virginia",231803,228785,16360,51,013
"Hopewell city, Virginia",22408,22107,4639,51,670
"Buchanan County, Virginia",22138,21182,5859,51,027
"Frederick County, Virginia",85153,83666,5225,51,069
"Stafford County, Virginia",144012,139983,6306,51,179
"York County, Virginia",67587,66052,3101,51,199
"Richmond city, Virginia",223787,213147,52298,51,760
"Nelson County, Virginia",14812,14670,1812,51,125
"Pittsylvania County, Virginia",61676,60558,9457,51,143
"Norton city, Virginia",3990,3935,1155,51,720
"Fluvanna County, Virginia",26282,24992,1221,51,065
"Amelia County, Virginia",12854,12761,1707,51,007
"Winchester city, Virginia",27789,26745,4004,51,840
"Accomack County, Virginia",32742,32396,6438,51,001
"Floyd County, Virginia",15666,15570,1780,51,063
"Grayson County, Virginia",15811,14965,3085,51,077
"Nottoway County, Virginia",15500,13938,2814,51,135
"Harrison County, West Virginia",68209,66820,10281,54,033
"Ohio County, West Virginia",42547,40018,5407,54,069
"Calhoun County, West Virginia",7396,7278,1373,54,013
"Morgan County, West Virginia",17624,17457,1484,54,065
"Raleigh County, West Virginia",76232,73151,12875,54,081
"Braxton County, West Virginia",14282,13866,3021,54,007
"Barbour County, West Virginia",16730,16045,3685,54,001
"McDowell County, West Virginia",19217,17660,5882,54,047
"Wayne County, West Virginia",40708,40522,9042,54,099
"Wyoming County, West Virginia",21711,21461,4665,54,109
"Jackson County, West Virginia",29018,28786,4478,54,035
"Mercer County, West Virginia",60486,59170,11720,54,055
"Upshur County, West Virginia",24605,23008,4787,54,097
"Webster County, West Virginia",8518,8442,2362,54,101
"Berkeley County, West Virginia",113495,112721,14370,54,003
"Fayette County, West Virginia",44126,42313,8454,54,019
"Grant County, West Virginia",11641,11514,1433,54,023
"Hampshire County, West Virginia",23363,22718,4583,54,027
"Summers County, West Virginia",13018,12066,2769,54,089
"Brooke County, West Virginia",22772,21611,2935,54,009
"Doddridge County, West Virginia",8536,7786,1165,54,017
"Mineral County, West Virginia",27278,26442,3845,54,057
"Greenbrier County, West Virginia",35347,34701,6228,54,025
"Hardy County, West Virginia",13842,13677,1573,54,031
"Marion County, West Virginia",56497,55110,9379,54,049
"Mingo County, West Virginia",24741,24577,7054,54,059
"Hancock County, West Virginia",29680,29366,3842,54,029
"Lewis County, West Virginia",16276,16083,3361,54,041
"Nicholas County, West Virginia",25324,25148,4613,54,067
"Pocahontas County, West Virginia",8531,8221,1372,54,075
"Tyler County, West Virginia",8909,8790,1398,54,095
"Randolph County, West Virginia",29065,26617,5139,54,083
"Taylor County, West Virginia",16951,16482,2822,54,091
"Wirt County, West Virginia",5797,5723,1083,54,105
"Clay County, West Virginia",8785,8687,2354,54,015
"Gilmer County, West Virginia",8205,6597,1246,54,021
"Monongalia County, West Virginia",105252,99169,20988,54,061
"Monroe County, West Virginia",13467,13302,2186,54,063
"Wetzel County, West Virginia",15614,15424,3560,54,103
"Cabell County, West Virginia",95318,91203,20552,54,011
"Kanawha County, West Virginia",185710,182374,31218,54,039
"Pendleton County, West Virginia",7056,6951,1137,54,071
"Preston County, West Virginia",33837,30899,4853,54,077
"Kitsap County, Washington",262475,255003,24772,53,035
"King County, Washington",2163257,2133784,203702,53,033
"Pend Oreille County, Washington",13219,13079,2001,53,051
"San Juan County, Washington",16473,16226,1851,53,055
"Whitman County, Washington",48593,41670,11156,53,075
"Yakima County, Washington",249325,245489,44600,53,077
"Cowlitz County, Washington",105112,103570,16610,53,015
"Ferry County, Washington",7576,7466,1406,53,019
"Lewis County, Washington",76947,75797,10901,53,041
"Grays Harbor County, Washington",71967,68852,10980,53,027
"Island County, Washington",81636,79324,6810,53,029
"Wahkiakum County, Washington",4189,4134,323,53,069
"Franklin County, Washington",90660,88130,13867,53,021
"Grant County, Washington",94860,93954,13543,53,025
"Whatcom County, Washington",216812,211566,31741,53,073
"Okanogan County, Washington",41638,40961,8449,53,047
"Kittitas County, Washington",44825,42313,8026,53,037
"Benton County, Washington",194168,192344,24592,53,005
"Columbia County, Washington",4001,3946,456,53,013
"Asotin County, Washington",22337,22015,2858,53,003
"Garfield County, Washington",2224,2201,255,53,023
"Mason County, Washington",62627,61286,9201,53,045
"Stevens County, Washington",44214,43774,6829,53,065
"Spokane County, Washington",497875,483477,69738,53,063
"Chelan County, Washington",75757,74713,8695,53,007
"Rock County, Wisconsin",161769,158339,21507,55,105
"Waushara County, Wisconsin",24116,22801,2580,55,137
"Adams County, Wisconsin",20073,18940,2794,55,001
"Bayfield County, Wisconsin",14992,14838,1712,55,007
"Lafayette County, Wisconsin",16735,16568,1782,55,065
"Monroe County, Wisconsin",45502,44587,5716,55,081
"Pierce County, Wisconsin",41603,38861,3791,55,093
"Wood County, Wisconsin",73274,72349,7488,55,141
"Ashland County, Wisconsin",15712,15088,2161,55,003
"Calumet County, Wisconsin",49807,49512,2826,55,015
"Florence County, Wisconsin",4337,4271,420,55,037
"Clark County, Wisconsin",34491,33882,4282,55,019
"Jefferson County, Wisconsin",84652,81373,7282,55,055
"Kenosha County, Wisconsin",168330,163655,22308,55,059
"Iron County, Wisconsin",5715,5570,822,55,051
"St. Croix County, Wisconsin",87917,86973,3874,55,109
"Oconto County, Wisconsin",37556,37122,3481,55,083
"Lincoln County, Wisconsin",27848,27087,2474,55,069
"Waupaca County, Wisconsin",51444,49730,5303,55,135
"Barron County, Wisconsin",45252,44390,5311,55,005
"Sawyer County, Wisconsin",16370,15922,2760,55,113
"Green Lake County, Wisconsin",18757,18498,2049,55,047
"Marquette County, Wisconsin",15207,14914,1702,55,077
"Marinette County, Wisconsin",40537,39517,5236,55,075
"Racine County, Wisconsin",195398,190057,22913,55,101
"Winnebago County, Wisconsin",169926,161777,19184,55,139
"Forest County, Wisconsin",9018,8769,1426,55,041
"Grant County, Wisconsin",51828,48101,7135,55,043
"Rusk County, Wisconsin",14183,13909,1962,55,107
"Sheboygan County, Wisconsin",115205,111999,8540,55,117
"Langlade County, Wisconsin",19164,18856,2643,55,067
"Outagamie County, Wisconsin",184754,181269,15545,55,087
"Vernon County, Wisconsin",30516,30107,4995,55,123
"Columbia County, Wisconsin",56954,55391,4522,55,021
"Kewaunee County, Wisconsin",20360,20149,1703,55,061
"Brown County, Wisconsin",259786,252305,26047,55,009
"Marathon County, Wisconsin",135264,133271,12468,55,073
"Oneida County, Wisconsin",35345,34638,2981,55,085
"Trempealeau County, Wisconsin",29438,28930,2480,55,121
"Washburn County, Wisconsin",15689,15437,2050,55,129
"Dodge County, Wisconsin",87776,83093,7217,55,027
"Walworth County, Wisconsin",103013,100071,11689,55,127
"Crawford County, Wisconsin",16288,15553,1998,55,023
"Manitowoc County, Wisconsin",79407,78405,8303,55,071
"Sauk County, Wisconsin",63596,62601,6520,55,111
"Burnett County, Wisconsin",15258,15065,2050,55,013
"Chippewa County, Wisconsin",63635,60842,6617,55,017
"Door County, Wisconsin",27439,27101,2236,55,029
"Douglas County, Wisconsin",43402,42212,5285,55,031
"Jackson County, Wisconsin",20506,19216,2274,55,053
"Iowa County, Wisconsin",23620,23335,1806,55,049
"Ozaukee County, Wisconsin",88284,86666,4679,55,089
"Richland County, Wisconsin",17539,17188,2377,55,103
"Campbell County, Wyoming",47708,46983,5203,56,005
"Johnson County, Wyoming",8515,8398,960,56,019
"Natrona County, Wyoming",80610,78632,7568,56,025
"Converse County, Wyoming",13997,13911,1145,56,009
"Niobrara County, Wyoming",2448,2137,345,56,027
"Teton County, Wyoming",23059,22962,1619,56,039
"Sweetwater County, Wyoming",44117,43529,5237,56,037
"Platte County, Wyoming",8673,8560,998,56,031
"Park County, Wyoming",29121,28459,2180,56,029
"Sheridan County, Wyoming",30012,29156,1797,56,033
"Big Horn County, Wyoming",11901,11587,1446,56,003
"Crook County, Wyoming",7410,7300,491,56,011
"Albany County, Wyoming",38102,35840,8114,56,001
"Carbon County, Wyoming",15477,14702,1929,56,007
"Goshen County, Wyoming",13438,12849,1485,56,015
"Uinta County, Wyoming",20609,20397,2552,56,041
"Washakie County, Wyoming",8129,7949,984,56,043
"Hot Springs County, Wyoming",4680,4534,657,56,017
"Fremont County, Wyoming",40076,39075,5352,56,013
"Sublette County, Wyoming",9951,9901,828,56,035
"Weston County, Wyoming",7100,6739,1171,56,045
"Hatillo Municipio, Puerto Rico",40390,40276,18717,72,065
"Humacao Municipio, Puerto Rico",53466,53033,23600,72,069
"Morovis Municipio, Puerto Rico",31320,31238,14209,72,101
"Mayag�ez Municipio, Puerto Rico",77255,76230,40544,72,097
"Trujillo Alto Municipio, Puerto Rico",67780,67479,20939,72,139
"Quebradillas Municipio, Puerto Rico",24036,24002,12488,72,115
"Moca Municipio, Puerto Rico",36872,36685,20990,72,099
"Culebra Municipio, Puerto Rico",1314,1291,541,72,049
"Salinas Municipio, Puerto Rico",28633,28529,15345,72,123
"Barceloneta Municipio, Puerto Rico",24299,24286,12184,72,017
"Yauco Municipio, Puerto Rico",36439,36216,17524,72,153
"Guaynabo Municipio, Puerto Rico",88663,88294,23510,72,061
"Cabo Rojo Municipio, Puerto Rico",49005,48790,25926,72,023
"Fajardo Municipio, Puerto Rico",32001,31848,14134,72,053
"Patillas Municipio, Puerto Rico",17334,17334,9234,72,109
"Rinc�n Municipio, Puerto Rico",14269,14229,6002,72,117
"Aguas Buenas Municipio, Puerto Rico",26275,26124,13185,72,007
"Bayam�n Municipio, Puerto Rico",182955,177575,62177,72,021
"Cayey Municipio, Puerto Rico",44530,44461,19103,72,035
"Maunabo Municipio, Puerto Rico",11023,11018,5364,72,095
"Pe�uelas Municipio, Puerto Rico",20984,20939,11831,72,111
"San Sebasti�n Municipio, Puerto Rico",37964,37810,20580,72,131
"Toa Alta Municipio, Puerto Rico",73405,73245,21250,72,135
"Vieques Municipio, Puerto Rico",8771,8725,3600,72,147
"Yabucoa Municipio, Puerto Rico",34149,34052,18207,72,151
"Caguas Municipio, Puerto Rico",131363,130667,48880,72,025
"Can�vanas Municipio, Puerto Rico",46108,45763,19910,72,029
"Coamo Municipio, Puerto Rico",39265,39207,18411,72,043
"Dorado Municipio, Puerto Rico",37208,37168,12701,72,051
"Barranquitas Municipio, Puerto Rico",28755,28424,16771,72,019
"Orocovis Municipio, Puerto Rico",21407,21302,12258,72,107
"A�asco Municipio, Puerto Rico",27368,27230,11831,72,011
"Ceiba Municipio, Puerto Rico",11853,11851,5127,72,037
"Comer�o Municipio, Puerto Rico",19539,19468,11734,72,045
"Isabela Municipio, Puerto Rico",42420,42161,23156,72,071
"Lares Municipio, Puerto Rico",26451,26180,14472,72,081
"Las Piedras Municipio, Puerto Rico",37768,37688,16290,72,085
"San Juan Municipio, Puerto Rico",344606,339982,142021,72,127
"Vega Alta Municipio, Puerto Rico",37724,37055,17693,72,143
"Maricao Municipio, Puerto Rico",6202,6202,3979,72,093
"Aibonito Municipio, Puerto Rico",23457,23441,10768,72,009
"Juncos Municipio, Puerto Rico",39128,39067,19722,72,077
"Sabana Grande Municipio, Puerto Rico",23054,22938,10835,72,121
"Hormigueros Municipio, Puerto Rico",16180,16168,6592,72,067
"Adjuntas Municipio, Puerto Rico",18181,18125,11325,72,001
"Camuy Municipio, Puerto Rico",32222,32167,16153,72,027
"Gu�nica Municipio, Puerto Rico",16783,16768,10699,72,055
"Manat� Municipio, Puerto Rico",39692,39538,18124,72,091
"Naguabo Municipio, Puerto Rico",26266,26173,12972,72,103
"Naranjito Municipio, Puerto Rico",28557,28435,13051,72,105
"San Germ�n Municipio, Puerto Rico",32114,31366,16376,72,125
"Utuado Municipio, Puerto Rico",29402,29377,15271,72,141
"Arecibo Municipio, Puerto Rico",87242,86506,41504,72,013
"Arroyo Municipio, Puerto Rico",18111,18099,10503,72,015
"Cata�o Municipio, Puerto Rico",24888,24847,11772,72,033
"Florida Municipio, Puerto Rico",11910,11895,6227,72,054
"Monroe County, Alabama",21512,21226,6561,01,099
"Lawrence County, Alabama",33171,32879,5508,01,079
"Lee County, Alabama",159287,153342,32815,01,081
"Pickens County, Alabama",20298,18862,4430,01,107
"Sumter County, Alabama",12985,12102,3792,01,119
"Choctaw County, Alabama",13075,12875,2864,01,023
"Marengo County, Alabama",19538,19249,4201,01,091
"Russell County, Alabama",58213,57108,11491,01,113
"Covington County, Alabama",37351,36586,6702,01,039
"Crenshaw County, Alabama",13865,13661,2148,01,041
"Lauderdale County, Alabama",92585,90283,13703,01,077
"Lowndes County, Alabama",10236,10099,2820,01,085
"Limestone County, Alabama",93052,90098,12384,01,083
"St. Clair County, Alabama",87306,85339,11268,01,115
"Winston County, Alabama",23875,23509,3817,01,133
"Cullman County, Alabama",82313,81016,12831,01,043
"Elmore County, Alabama",81212,76683,9462,01,051
"Jackson County, Alabama",52094,51548,10418,01,071
"Talladega County, Alabama",80565,77204,15401,01,121
"Washington County, Alabama",16643,16382,3446,01,129
"Coffee County, Alabama",51288,50502,7604,01,031
"Morgan County, Alabama",119122,117109,17920,01,103
"Chilton County, Alabama",43930,43260,8034,01,021
"Colbert County, Alabama",54495,53991,8785,01,033
"Dale County, Alabama",49255,47854,8798,01,045
"Etowah County, Alabama",102939,101536,17524,01,055
"DeKalb County, Alabama",71200,70215,15500,01,049
"Lamar County, Alabama",13933,13747,2916,01,075
"Randolph County, Alabama",22574,22073,3912,01,111
"Mobile County, Alabama",414659,405635,78208,01,097
"Walker County, Alabama",64493,63468,12525,01,127
"Cleburne County, Alabama",14938,14659,2719,01,029
"Greene County, Alabama",8426,8344,3225,01,063
"Barbour County, Alabama",25782,22856,6597,01,005
"Bullock County, Alabama",10352,9909,3110,01,011
"Calhoun County, Alabama",115098,111981,20819,01,015
"Clarke County, Alabama",24387,23963,6088,01,025
"Montgomery County, Alabama",226941,219767,45479,01,101
"Marshall County, Alabama",95145,93847,20354,01,095
"Henry County, Alabama",17124,16770,2270,01,067
"Madison County, Alabama",357560,348232,45960,01,089
"Tallapoosa County, Alabama",40636,40078,8131,01,123
"Aleutians West Census Area, Alaska",5750,5522,472,02,016
"Wilcox County, Alabama",10809,10476,3254,01,131
"Denali Borough, Alaska",2232,2177,369,02,068
"Kenai Peninsula Borough, Alaska",58220,56934,6827,02,122
"Bristol Bay Borough, Alaska",890,863,50,02,060
"Kodiak Island Borough, Alaska",13649,13373,1243,02,150
"Northwest Arctic Borough, Alaska",7734,7656,1921,02,188
"Bethel Census Area, Alaska",18040,17542,4871,02,050
"North Slope Borough, Alaska",9797,9682,904,02,185
"Sitka City and Borough, Alaska",8738,8554,639,02,220
"Fairbanks North Star Borough, Alaska",99653,95430,7749,02,090
"Ketchikan Gateway Borough, Alaska",13804,13585,1433,02,130
"Matanuska-Susitna Borough, Alaska",103464,101349,10476,02,170
"Nome Census Area, Alaska",9925,9599,2221,02,180
"Dillingham Census Area, Alaska",4975,4923,849,02,070
"Haines Borough, Alaska",2518,2479,224,02,100
"Yakutat City and Borough, Alaska",689,689,46,02,282
"Juneau City and Borough, Alaska",32330,31799,2514,02,110
"Lake and Peninsula Borough, Alaska",1375,1366,217,02,164
"Southeast Fairbanks Census Area, Alaska",6876,6789,730,02,240
"Yukon-Koyukuk Census Area, Alaska",5415,5368,1350,02,290
"Anchorage Municipality, Alaska",296112,288946,26498,02,020
"Aleutians East Borough, Alaska",3425,3415,525,02,013
"Skagway Municipality, Alaska",1061,1054,56,02,230
"Prince of Wales-Hyder Census Area, Alaska",6474,6415,972,02,198
"Petersburg Borough, Alaska",3255,3242,267,02,195
"Kusilvak Census Area, Alaska",8198,8148,3296,02,158
"Maricopa County, Arizona",4253913,4198378,618496,04,013
"Graham County, Arizona",37879,33458,7122,04,009
"Santa Cruz County, Arizona",46584,46214,11080,04,023
"La Paz County, Arizona",20701,20402,4507,04,012
"Mohave County, Arizona",206064,201965,35296,04,015
"Coconino County, Arizona",140217,127640,24168,04,005
"Yuma County, Arizona",207829,202390,40591,04,027
"Greenlee County, Arizona",9504,9385,1115,04,011
"Pinal County, Arizona",419721,392300,55859,04,021
"St. Francis County, Arkansas",26294,22747,6052,05,123
"White County, Arkansas",78804,74754,12701,05,145
"Nevada County, Arkansas",8440,8229,2279,05,099
"Cross County, Arkansas",16998,16694,2793,05,037
"Drew County, Arkansas",18502,17419,3735,05,043
"Columbia County, Arkansas",23892,22080,5563,05,027
"Saline County, Arkansas",118009,116384,9928,05,125
"Van Buren County, Arkansas",16684,16466,3103,05,141
"Izard County, Arkansas",13559,12624,2156,05,065
"Lincoln County, Arkansas",13695,8858,1650,05,079
"Logan County, Arkansas",21757,21396,4514,05,083
"Crittenden County, Arkansas",49013,48299,10709,05,035
"Franklin County, Arkansas",17780,17457,3823,05,047
"Pike County, Arkansas",10808,10603,1758,05,109
"Jefferson County, Arkansas",70424,64243,14896,05,069
"Montgomery County, Arkansas",8993,8838,1666,05,097
"Scott County, Arkansas",10442,10327,2282,05,127
"Sebastian County, Arkansas",127461,125526,25420,05,131
"Benton County, Arkansas",258980,255849,25356,05,007
"Chicot County, Arkansas",10826,10151,2962,05,017
"Johnson County, Arkansas",26291,25583,5728,05,071
"Lee County, Arkansas",9398,7727,2009,05,077
"Pope County, Arkansas",63644,60128,11117,05,115
"Desha County, Arkansas",11887,11702,3401,05,041
"Fulton County, Arkansas",12139,11878,2844,05,049
"Garland County, Arkansas",98296,96502,17961,05,051
"Prairie County, Arkansas",8244,8068,1266,05,117
"Van Wert County, Ohio",28281,27856,3100,39,161
"Washington County, Ohio",60671,58912,8921,39,167
"Williams County, Ohio",36936,35656,4886,39,171
"Auglaize County, Ohio",45784,44997,3906,39,011
"Columbiana County, Ohio",104003,100118,14639,39,029
"Darke County, Ohio",51734,50857,5124,39,037
"Ottawa County, Ohio",40709,40123,4181,39,123
"Fulton County, Ohio",42305,41706,3919,39,051
"Hardin County, Ohio",31542,29156,4880,39,065
"Jackson County, Ohio",32524,31980,6265,39,079
"Lucas County, Ohio",432379,422440,80686,39,095
"Morrow County, Ohio",34976,34583,3524,39,117
"Noble County, Ohio",14443,11929,1835,39,121
"Preble County, Ohio",41207,40492,4683,39,135
"Seneca County, Ohio",55475,52243,7680,39,147
"Stark County, Ohio",373475,363764,50408,39,151
"Allen County, Ohio",103642,99786,14795,39,003
"Coshocton County, Ohio",36574,36030,5899,39,031
"Crawford County, Ohio",42021,41314,6182,39,033
"Delaware County, Ohio",197008,194144,8843,39,041
"Guernsey County, Ohio",39274,38696,7815,39,059
"Hocking County, Ohio",28495,27774,3785,39,073
"Mercer County, Ohio",40806,40268,2788,39,107
"Ross County, Ohio",77051,71061,12694,39,141
"Cuyahoga County, Ohio",1253783,1227475,221899,39,035
"Lorain County, Ohio",306713,297220,40799,39,093
"Miami County, Ohio",104800,103504,9764,39,109
