NAME,B01003_001E,B17001_001E,B17001_002E,state,county
"Montgomery County, Ohio",532034,514983,89854,39,113
"Trumbull County, Ohio",201794,197981,34604,39,155
"Wood County, Ohio",129936,123052,16365,39,173
"Ashtabula County, Ohio",98136,94804,19216,39,007
"Adair County, Oklahoma",22113,21841,6400,40,001
"Stephens County, Oklahoma",43983,43163,6344,40,137
"Cimarron County, Oklahoma",2189,2169,356,40,025
"Carter County, Oklahoma",48406,47537,8055,40,019
"Grant County, Oklahoma",4418,4304,404,40,053
"Greer County, Oklahoma",5943,4907,1071,40,055
"McClain County, Oklahoma",38634,38316,3424,40,087
"McIntosh County, Oklahoma",19819,19500,4168,40,091
"Murray County, Oklahoma",13875,13439,1996,40,099
"Noble County, Oklahoma",11411,11241,1419,40,103
"Ottawa County, Oklahoma",31566,30477,6511,40,115
"Sequoyah County, Oklahoma",41359,40788,9428,40,135
"Wagoner County, Oklahoma",77850,77327,8231,40,145
"Woods County, Oklahoma",9127,8262,1126,40,151
"Caddo County, Oklahoma",29342,28102,5617,40,015
"Muskogee County, Oklahoma",69084,65034,13727,40,101
"Okfuskee County, Oklahoma",12115,11033,2701,40,107
"Bryan County, Oklahoma",45759,44425,7401,40,013
"Harper County, Oklahoma",3847,3817,401,40,059
"Kay County, Oklahoma",44880,44008,7695,40,071
"Craig County, Oklahoma",14493,13647,2523,40,035
"Tulsa County, Oklahoma",642781,632955,95744,40,143
"Canadian County, Oklahoma",136710,134492,11339,40,017
"Harmon County, Oklahoma",2721,2607,410,40,057
"Pushmataha County, Oklahoma",11119,10968,2023,40,127
"Latimer County, Oklahoma",10495,10103,1906,40,077
"Osage County, Oklahoma",47311,45660,7539,40,113
"Texas County, Oklahoma",21121,20642,3640,40,139
"Garfield County, Oklahoma",62190,60443,8909,40,047
"Johnston County, Oklahoma",11041,10730,2155,40,069
"Pittsburg County, Oklahoma",44382,42205,7357,40,121
"Roger Mills County, Oklahoma",3708,3665,716,40,129
"Woodward County, Oklahoma",20967,19906,2303,40,153
"Cherokee County, Oklahoma",48599,46889,9792,40,021
"Delaware County, Oklahoma",42112,41561,7903,40,041
"Ellis County, Oklahoma",4072,4018,709,40,045
"Grady County, Oklahoma",54733,53859,6183,40,051
"Payne County, Oklahoma",81512,73531,19412,40,119
"Pottawatomie County, Oklahoma",72000,68877,11259,40,125
"Creek County, Oklahoma",71160,69960,10869,40,037
"Tillman County, Oklahoma",7515,7155,1547,40,141
"Washita County, Oklahoma",11432,11072,1529,40,149
"Cotton County, Oklahoma",5929,5748,999,40,033
"Kiowa County, Oklahoma",9001,8728,1936,40,075
"Le Flore County, Oklahoma",49909,48508,10534,40,079
"McCurtain County, Oklahoma",32966,32442,7398,40,089
"Major County, Oklahoma",7718,7562,910,40,093
"Mayes County, Oklahoma",40980,40280,7028,40,097
"Oklahoma County, Oklahoma",782051,765891,128195,40,109
"Custer County, Oklahoma",29209,27616,4864,40,039
"Beaver County, Oklahoma",5415,5300,668,40,007
"Love County, Oklahoma",9933,9775,1323,40,085
"Beckham County, Oklahoma",22621,20675,2932,40,009
"Choctaw County, Oklahoma",14886,14627,4245,40,023
"Jackson County, Oklahoma",25384,24526,4263,40,065
"Lincoln County, Oklahoma",34854,34295,4876,40,081
"Marion County, Oregon",335553,326176,49460,41,047
"Jackson County, Oregon",214267,212018,34519,41,029
"Grant County, Oregon",7183,7066,1030,41,023
"Jefferson County, Oregon",23143,22099,4401,41,031
"Clackamas County, Oregon",405788,402449,34195,41,005
"Linn County, Oregon",122870,121504,17528,41,043
"Tillamook County, Oregon",26076,25317,3800,41,057
"Baker County, Oregon",15984,15432,2428,41,001
"Josephine County, Oregon",85481,84411,15670,41,033
"Umatilla County, Oregon",76898,72235,13079,41,059
"Lincoln County, Oregon",47881,47196,7874,41,041
"Columbia County, Oregon",50851,50376,6103,41,009
"Sherman County, Oregon",1605,1601,209,41,055
"Wasco County, Oregon",25866,25398,3392,41,065
"Lane County, Oregon",368882,361327,67022,41,039
"Malheur County, Oregon",30431,26691,6135,41,045
"Washington County, Oregon",581821,576269,55505,41,067
"Morrow County, Oregon",11215,11172,1733,41,049
"Clatsop County, Oregon",38562,37954,3977,41,007
"Curry County, Oregon",22507,22303,3230,41,015
"Gilliam County, Oregon",1907,1901,203,41,021
"Lake County, Oregon",7843,7250,1201,41,037
"Union County, Oregon",26028,25274,4026,41,061
"Delaware County, Pennsylvania",563527,542846,54468,42,045
"Union County, Pennsylvania",45114,35945,4059,42,119
"Wayne County, Pennsylvania",51536,47807,5552,42,127
"Dauphin County, Pennsylvania",274515,269833,34158,42,043
"Westmoreland County, Pennsylvania",354751,347644,34762,42,129
"Forest County, Pennsylvania",7351,3228,467,42,053
"Monroe County, Pennsylvania",167586,165208,19004,42,089
"Philadelphia County, Pennsylvania",1575522,1532157,380873,42,101
"Blair County, Pennsylvania",123842,120881,17645,42,013
"Cambria County, Pennsylvania",134550,127569,19582,42,021
"Berks County, Pennsylvania",416642,403561,51733,42,011
"Huntingdon County, Pennsylvania",45421,40003,5335,42,061
"Lawrence County, Pennsylvania",87382,85189,12017,42,073
"Mifflin County, Pennsylvania",46362,45514,6574,42,087
"Cumberland County, Pennsylvania",247433,233835,17327,42,041
"Allegheny County, Pennsylvania",1225561,1192733,144842,42,003
"Snyder County, Pennsylvania",40466,38139,4046,42,109
"Susquehanna County, Pennsylvania",41340,40870,5012,42,115
"Crawford County, Pennsylvania",86164,82371,11577,42,039
"Erie County, Pennsylvania",275972,263369,42812,42,049
"Fulton County, Pennsylvania",14506,14419,1650,42,057
"Juniata County, Pennsylvania",24562,24267,2876,42,067
"Schuylkill County, Pennsylvania",143555,136204,17294,42,107
"Wyoming County, Pennsylvania",27588,26810,2805,42,131
"Adams County, Pennsylvania",102023,97867,8597,42,001
"Armstrong County, Pennsylvania",66331,65626,7683,42,005
"Clinton County, Pennsylvania",39074,37248,6491,42,035
"Carbon County, Pennsylvania",63931,62807,7861,42,025
"Centre County, Pennsylvania",161443,143192,26301,42,027
"Northumberland County, Pennsylvania",92325,88097,12283,42,097
"Northampton County, Pennsylvania",301778,290309,26465,42,095
"Cameron County, Pennsylvania",4686,4640,665,42,023
"Venango County, Pennsylvania",52376,51214,7088,42,121
"Beaver County, Pennsylvania",166896,164272,17920,42,007
"Bucks County, Pennsylvania",626370,618093,37423,42,017
"Lackawanna County, Pennsylvania",211454,203446,30748,42,069
"McKean County, Pennsylvania",41806,38615,6480,42,083
"Fayette County, Pennsylvania",132289,128152,22683,42,051
"Montgomery County, Pennsylvania",821301,799934,49866,42,091
"Greene County, Pennsylvania",37144,33617,4778,42,059
"Lebanon County, Pennsylvania",138674,135004,14073,42,075
"Luzerne County, Pennsylvania",317884,306067,45514,42,079
"Montour County, Pennsylvania",18294,17605,1957,42,093
"Columbia County, Pennsylvania",66220,61399,8800,42,037
"Butler County, Pennsylvania",186566,181118,14952,42,019
"Jefferson County, Pennsylvania",44084,43223,6011,42,065
"Lancaster County, Pennsylvania",538347,525854,52452,42,071
"Perry County, Pennsylvania",45924,45301,3848,42,099
"Potter County, Pennsylvania",16937,16686,2392,42,105
"Tioga County, Pennsylvania",41226,40546,5773,42,117
"Providence County, Rhode Island",634533,609204,98661,44,007
"Bristol County, Rhode Island",48900,45176,3432,44,001
"Newport County, Rhode Island",83075,79334,6791,44,005
"Aiken County, South Carolina",166926,164182,26420,45,003
"Newberry County, South Carolina",38068,36920,6917,45,071
"Edgefield County, South Carolina",26769,24217,3762,45,037
"Clarendon County, South Carolina",34017,32498,7609,45,027
"Colleton County, South Carolina",37568,36774,7779,45,029
"Sumter County, South Carolina",106995,104409,21177,45,085
"Lexington County, South Carolina",286316,282695,35768,45,063
"Barnwell County, South Carolina",21577,21140,5529,45,011
"York County, South Carolina",258641,254338,29188,45,091
"Berkeley County, South Carolina",209065,205130,24936,45,015
"Darlington County, South Carolina",67253,65651,14659,45,031
"Georgetown County, South Carolina",61605,60936,11160,45,043
"Anderson County, South Carolina",195995,192926,29419,45,007
"Chesterfield County, South Carolina",46024,45400,10232,45,025
"Greenwood County, South Carolina",70264,67824,15285,45,047
"Horry County, South Carolina",320915,315886,51669,45,051
"Kershaw County, South Carolina",64361,63958,10488,45,055
"Orangeburg County, South Carolina",88454,85572,20697,45,075
"Abbeville County, South Carolina",24657,23951,5395,45,001
"Bamberg County, South Carolina",14600,13637,3536,45,009
"Calhoun County, South Carolina",14713,14459,2662,45,017
"Dillon County, South Carolina",30871,30441,10288,45,033
"Richland County, South Carolina",408263,378039,61617,45,079
"Fairfield County, South Carolina",22712,22435,5146,45,039
"Hampton County, South Carolina",19807,18391,3436,45,049
"Greenville County, South Carolina",498402,486230,60123,45,045
"Lancaster County, South Carolina",89546,87444,12722,45,057
"Dorchester County, South Carolina",155474,153098,18746,45,035
"Florence County, South Carolina",138561,135039,25750,45,041
"Laurens County, South Carolina",66710,64347,12813,45,059
"McCormick County, South Carolina",9606,8378,1598,45,065
"Pickens County, South Carolina",122746,115815,20294,45,077
"Union County, South Carolina",27644,27130,5887,45,087
"Williamsburg County, South Carolina",31794,30091,7564,45,089
"Aurora County, South Dakota",2759,2616,192,46,003
"Grant County, South Dakota",7217,7138,558,46,051
"Tripp County, South Dakota",5468,5325,1062,46,123
"Jackson County, South Dakota",3287,3190,1523,46,071
"Minnehaha County, South Dakota",186749,181269,19518,46,099
"Custer County, South Dakota",8573,8266,1080,46,033
"Hyde County, South Dakota",1331,1290,186,46,069
"Clark County, South Dakota",3673,3588,470,46,025
"Faulk County, South Dakota",2322,2258,289,46,049
"Kingsbury County, South Dakota",4967,4879,462,46,077
"Walworth County, South Dakota",5510,5347,537,46,129
"Clay County, South Dakota",13925,11775,2974,46,027
"Day County, South Dakota",5506,5342,1024,46,037
"Douglas County, South Dakota",2930,2824,210,46,043
"Harding County, South Dakota",1311,1289,109,46,063
"McPherson County, South Dakota",2364,2266,348,46,089
"Roberts County, South Dakota",10285,10065,1893,46,109
"Sully County, South Dakota",1331,1323,58,46,119
"Lincoln County, South Dakota",54914,54566,2015,46,083
"Lake County, South Dakota",12574,11835,1468,46,079
"Lawrence County, South Dakota",25234,24250,2872,46,081
"Codington County, South Dakota",27993,27588,3415,46,029
"Butte County, South Dakota",10177,9826,1199,46,019
"Corson County, South Dakota",4168,4151,1837,46,031
"Edmunds County, South Dakota",3940,3794,210,46,045
"Campbell County, South Dakota",1435,1427,57,46,021
"Bennett County, South Dakota",3437,3331,1153,46,007
"Haakon County, South Dakota",2082,2043,272,46,055
"Jones County, South Dakota",735,735,78,46,075
"Meade County, South Dakota",27424,26595,1979,46,093
"McCook County, South Dakota",5511,5341,533,46,087
"Turner County, South Dakota",8264,8070,861,46,125
"Brown County, South Dakota",38840,37656,4533,46,013
"Hanson County, South Dakota",3397,3385,227,46,061
"Mellette County, South Dakota",2055,1997,965,46,095
"Perkins County, South Dakota",2907,2857,338,46,105
"Pennington County, South Dakota",109294,106509,14222,46,103
"Union County, South Dakota",15177,15023,1064,46,127
"Miner County, South Dakota",2229,2184,198,46,097
"Ziebach County, South Dakota",2814,2798,1146,46,137
"Deuel County, South Dakota",4306,4230,413,46,039
"Bon Homme County, South Dakota",6969,5473,594,46,009
"Brule County, South Dakota",5256,5076,901,46,015
"Fall River County, South Dakota",6774,6508,896,46,047
"Gregory County, South Dakota",4201,4148,577,46,053
"Oglala Lakota County, South Dakota",14335,14176,6992,46,102
"Maury County, Tennessee",89776,88511,10986,47,119
"Union County, Tennessee",19293,19000,4096,47,173
"Montgomery County, Tennessee",196387,192178,26016,47,125
"Dickson County, Tennessee",51988,51417,7333,47,043
"Morgan County, Tennessee",21596,18638,4093,47,129
"Grundy County, Tennessee",13331,13113,3184,47,061
"Monroe County, Tennessee",45876,44924,8650,47,123
"Henry County, Tennessee",32279,31747,6290,47,079
"Cocke County, Tennessee",35336,34957,8700,47,029
"Crockett County, Tennessee",14499,14202,2745,47,033
"DeKalb County, Tennessee",19601,19173,3364,47,041
"Lake County, Tennessee",7526,4714,1268,47,095
"Knox County, Tennessee",456185,445172,67732,47,093
"Lewis County, Tennessee",11956,11763,2385,47,101
"McMinn County, Tennessee",52773,51312,10077,47,107
"Marshall County, Tennessee",32269,31775,4661,47,117
"Obion County, Tennessee",30520,30041,6814,47,131
"Rhea County, Tennessee",32628,31573,6901,47,143
"Scott County, Tennessee",21954,21507,4799,47,151
"Tipton County, Tennessee",61446,60595,8432,47,167
"Anderson County, Tennessee",75775,74292,12022,47,001
"Dyer County, Tennessee",37576,36737,6806,47,045
"Fentress County, Tennessee",17994,17680,3855,47,049
"Gibson County, Tennessee",49175,48005,8201,47,053
"Hamilton County, Tennessee",357546,346784,47360,47,065
"Loudon County, Tennessee",51610,51127,6105,47,105
"Rutherford County, Tennessee",307128,301811,35604,47,149
"Smith County, Tennessee",19458,19184,2858,47,159
"Wilson County, Tennessee",132663,130942,10674,47,189
"Sullivan County, Tennessee",156734,154226,25670,47,163
"Warren County, Tennessee",40454,39775,9103,47,177
"Washington County, Tennessee",127055,122286,19210,47,179
"Benton County, Tennessee",16112,15930,3403,47,005
"Campbell County, Tennessee",39687,38835,7660,47,013
"Cannon County, Tennessee",13976,13794,2194,47,015
"Fayette County, Tennessee",39692,39121,5449,47,047
"Hancock County, Tennessee",6585,6385,1647,47,067
"Johnson County, Tennessee",17789,15825,3713,47,091
"Lincoln County, Tennessee",33711,33117,5280,47,103
"Moore County, Tennessee",6322,6238,492,47,127
"Franklin County, Tennessee",41512,39442,5841,47,051
"Blount County, Tennessee",128443,126174,14808,47,009
"Lawrence County, Tennessee",42937,42298,8029,47,099
"Carter County, Tennessee",56391,54633,12841,47,019
"Grainger County, Tennessee",23013,22817,4210,47,057
"Lauderdale County, Tennessee",26297,23471,5242,47,097
"Marion County, Tennessee",28417,28004,5084,47,115
"Overton County, Tennessee",22004,21682,3687,47,133
"Sumner County, Tennessee",179473,177576,16833,47,165
"Trousdale County, Tennessee",9573,9185,1458,47,169
"Williamson County, Tennessee",218648,217903,9474,47,187
"Clay County, Tennessee",7686,7581,2026,47,027
"Greene County, Tennessee",68669,66458,11299,47,059
"Shelby County, Tennessee",937005,919244,189641,47,157
"Van Buren County, Tennessee",5704,5579,1060,47,175
"Henderson County, Tennessee",27859,27449,5331,47,077
"Hickman County, Tennessee",24678,22996,4160,47,081
"Jefferson County, Tennessee",53247,51034,7169,47,089
"Sequatchie County, Tennessee",14730,14498,2410,47,153
"Sevier County, Tennessee",96287,94990,14281,47,155
"Carroll County, Tennessee",28018,27115,5358,47,017
"Chester County, Tennessee",17150,15960,2951,47,023
"Davidson County, Tennessee",684017,663232,108515,47,037
"Jackson County, Tennessee",11615,11400,2241,47,087
"Perry County, Tennessee",7912,7758,2347,47,135
"Roane County, Tennessee",52897,52110,7838,47,145
"Meigs County, Tennessee",11962,11655,1980,47,121
"Hamblen County, Tennessee",63740,62124,12129,47,063
"Haywood County, Tennessee",17779,17553,3445,47,075
"Erath County, Texas",41482,39348,8359,48,143
"Brazoria County, Texas",353999,341864,31553,48,039
"Motley County, Texas",1156,1156,111,48,345
"Donley County, Texas",3387,3082,458,48,129
"Atascosa County, Texas",48828,48319,7271,48,013
"Coleman County, Texas",8391,8358,1619,48,083
"Nolan County, Texas",14966,14659,2220,48,353
"Hudspeth County, Texas",4098,3377,951,48,229
"Medina County, Texas",49334,46753,4855,48,325
"Ward County, Texas",11586,11477,1494,48,475
"Henderson County, Texas",80460,78936,13782,48,213
"Harrison County, Texas",66645,65126,10488,48,203
"Menard County, Texas",2123,2074,205,48,327
"Lamar County, Texas",49532,48789,8685,48,277
"Fayette County, Texas",25066,24640,2698,48,149
"Williamson County, Texas",527057,521783,35189,48,491
"Polk County, Texas",47837,44136,7634,48,373
"Refugio County, Texas",7236,7055,1300,48,391
"Caldwell County, Texas",41401,39316,6973,48,055
"Wilbarger County, Texas",12906,12543,2199,48,487
"Reagan County, Texas",3752,3716,549,48,383
"Hale County, Texas",34113,31716,5918,48,189
"Shelby County, Texas",25478,25177,5860,48,419
"Runnels County, Texas",10310,9948,1412,48,399
"San Jacinto County, Texas",27819,27529,4107,48,407
"Tom Green County, Texas",117466,111648,15104,48,451
"Victoria County, Texas",91970,90343,13737,48,469
"Waller County, Texas",49987,45632,7697,48,473
"Wichita County, Texas",131818,116429,21399,48,485
"Wilson County, Texas",48198,47425,4966,48,493
"Hockley County, Texas",23162,22325,3496,48,219
"Maverick County, Texas",57970,57660,15467,48,323
"Fannin County, Texas",34175,31252,3897,48,147
"Midland County, Texas",164194,162314,14628,48,329
"Live Oak County, Texas",12123,10639,1735,48,297
"Llano County, Texas",20640,20422,2376,48,299
"Karnes County, Texas",15387,12616,2348,48,255
"Brazos County, Texas",219193,203756,51009,48,041
"Cass County, Texas",30087,29619,5808,48,067
"Gaines County, Texas",20321,20202,2875,48,165
"Gray County, Texas",22685,20969,3309,48,179
"Madison County, Texas",14128,10460,1463,48,313
"Jack County, Texas",8842,7670,1160,48,237
"Kendall County, Texas",41982,41463,2178,48,259
"Bosque County, Texas",18122,17694,2569,48,035
"Bexar County, Texas",1925865,1892392,307665,48,029
"Bailey County, Texas",7092,6804,987,48,017
"Baylor County, Texas",3591,3496,382,48,023
"Cameron County, Texas",421750,417698,127760,48,061
"Denton County, Texas",807047,794142,64291,48,121
"Washington County, Texas",34796,32578,4523,48,477
"Morris County, Texas",12424,12252,1999,48,343
"Stephens County, Texas",9372,8854,2003,48,429
"Harris County, Texas",4602523,4556828,739100,48,201
"Andrews County, Texas",17818,17711,1835,48,003
"Gillespie County, Texas",26208,25826,2946,48,171
"Gonzales County, Texas",20667,20334,3189,48,177
"Lynn County, Texas",5808,5761,1090,48,305
"Young County, Texas",18114,17794,2148,48,503
"Zapata County, Texas",14369,14192,5609,48,505
"Hood County, Texas",56901,56201,6027,48,221
"Hopkins County, Texas",36240,35640,6019,48,223
"Ochiltree County, Texas",10348,10282,1252,48,357
"King County, Texas",228,228,20,48,269
"Knox County, Texas",3733,3590,526,48,275
"McLennan County, Texas",248429,238760,45964,48,309
"Cherokee County, Texas",51903,48662,8878,48,073
"Concho County, Texas",4233,3068,223,48,095
"Delta County, Texas",5215,5149,1218,48,119
"Edwards County, Texas",2055,2043,136,48,137
"Eastland County, Texas",18270,17348,3565,48,133
"Jones County, Texas",19891,12639,1802,48,253
"Reeves County, Texas",15125,12821,1482,48,389
"Sabine County, Texas",10458,10300,2200,48,403
"Sherman County, Texas",3058,3019,460,48,421
"Swisher County, Texas",7484,6830,1507,48,437
"Hunt County, Texas",92152,89370,15615,48,231
"Camp County, Texas",12813,12748,2542,48,063
"Hansford County, Texas",5547,5471,883,48,195
"Guadalupe County, Texas",155137,153086,14519,48,187
"Clay County, Texas",10387,10275,1401,48,077
"Hill County, Texas",35399,34378,5482,48,217
"Nacogdoches County, Texas",65558,60050,14631,48,347
"Parmer County, Texas",9852,9694,1594,48,369
"Presidio County, Texas",7123,7118,2379,48,377
"Val Verde County, Texas",49027,47222,9408,48,465
"Ector County, Texas",158342,156445,18481,48,135
"Glasscock County, Texas",1430,1430,136,48,173
"Grimes County, Texas",27630,24040,4600,48,185
"Collin County, Texas",944350,939403,61635,48,085
"Angelina County, Texas",87607,84861,15533,48,005
"Cottle County, Texas",1623,1615,507,48,101
"Hays County, Texas",204150,196739,29497,48,209
"Rockwall County, Texas",93642,92880,5267,48,397
"Lipscomb County, Texas",3469,3393,386,48,295
"Matagorda County, Texas",36743,36261,7293,48,321
"Pecos County, Texas",15797,13659,1684,48,371
"Rusk County, Texas",53595,48474,6212,48,401
"Throckmorton County, Texas",1567,1556,228,48,447
"Walker County, Texas",71539,53525,12881,48,471
"Wood County, Texas",43815,42263,6019,48,499
"Aransas County, Texas",24763,24348,4951,48,007
"Childress County, Texas",7226,5796,844,48,075
"Coke County, Texas",3275,3159,500,48,081
"Coryell County, Texas",75389,60608,8163,48,099
"Hemphill County, Texas",4061,4023,564,48,211
"Moore County, Texas",21801,21512,3319,48,341
"Navarro County, Texas",48583,47625,8655,48,349
"San Augustine County, Texas",8327,8094,1939,48,405
"Shackelford County, Texas",3311,3285,486,48,417
"Starr County, Texas",63894,63234,22336,48,427
"Upton County, Texas",3634,3570,685,48,461
"Bastrop County, Texas",82577,80281,8067,48,021
"Hall County, Texas",3074,3016,699,48,191
"Franklin County, Texas",10679,10573,899,48,159
"Frio County, Texas",19394,15657,3169,48,163
"Lampasas County, Texas",20640,20384,2300,48,281
"Mason County, Texas",4161,4135,602,48,319
"Dickens County, Texas",2216,2087,360,48,125
"Tarrant County, Texas",2019977,1994417,258272,48,439
"Anderson County, Texas",57863,44336,6565,48,001
"Jackson County, Texas",14820,14472,2011,48,239
"Milam County, Texas",24664,24155,3531,48,331
"Comanche County, Texas",13495,13238,2147,48,093
"Brooks County, Texas",7180,6611,2573,48,047
"Cass County, Iowa",13191,12926,1493,19,029
"Cherokee County, Iowa",11468,10905,1060,19,035
"Crawford County, Iowa",17132,16917,2680,19,047
"Des Moines County, Iowa",39600,38761,5966,19,057
"Fayette County, Iowa",19929,19208,2375,19,065
"Harrison County, Iowa",14143,13851,1396,19,085
"Kossuth County, Iowa",15075,14806,1449,19,109
"Mills County, Iowa",14957,14740,1267,19,129
"Monona County, Iowa",8796,8563,1344,19,133
"Muscatine County, Iowa",42950,42130,4352,19,139
"Osceola County, Iowa",6115,5997,721,19,143
"Polk County, Iowa",474274,465322,51725,19,153
"Webster County, Iowa",36757,33910,5194,19,187
"Story County, Iowa",96922,86140,18527,19,169
"Woodbury County, Iowa",102398,99437,13123,19,193
"Black Hawk County, Iowa",133009,127730,20471,19,013
"Grundy County, Iowa",12341,12099,741,19,075
"Jackson County, Iowa",19395,19060,2361,19,097
"Jones County, Iowa",20568,19396,1966,19,105
"Lee County, Iowa",34541,33326,5069,19,111
"Mitchell County, Iowa",10631,10376,939,19,131
"Warren County, Iowa",49361,47447,3280,19,181
"Sac County, Iowa",9868,9651,1022,19,161
"Plymouth County, Iowa",25039,24645,2220,19,149
"Clay County, Iowa",16313,15958,1930,19,041
"Clinton County, Iowa",47218,46065,5680,19,045
"Smith County, Kansas",3663,3588,459,20,183
"Grant County, Kansas",7616,7533,666,20,067
"Kingman County, Kansas",7470,7345,562,20,095
"Butler County, Kansas",66468,63485,6687,20,015
"Nemaha County, Kansas",10104,9790,978,20,131
"Pottawatomie County, Kansas",23545,23213,2242,20,149
"Cherokee County, Kansas",20331,20038,2763,20,021
"Lincoln County, Kansas",3097,2968,273,20,105
"Sumner County, Kansas",23208,22659,2816,20,191
"Trego County, Kansas",2858,2775,212,20,195
"Wilson County, Kansas",8780,8526,1230,20,205
"Woodson County, Kansas",3170,3107,683,20,207
"Ness County, Kansas",2955,2895,216,20,135
"Osborne County, Kansas",3603,3489,468,20,141
"Bourbon County, Kansas",14702,14195,2359,20,011
"Hamilton County, Kansas",2616,2616,294,20,075
"Kiowa County, Kansas",2526,2334,194,20,097
"Shawnee County, Kansas",178284,173670,22228,20,177
"Sherman County, Kansas",5966,5803,1106,20,181
"Thomas County, Kansas",7824,7419,823,20,193
"Montgomery County, Kansas",32970,32060,5860,20,125
"Morris County, Kansas",5566,5474,514,20,127
"Rawlins County, Kansas",2509,2455,227,20,153
"Rooks County, Kansas",5118,4916,392,20,163
"Clark County, Kansas",2053,1992,220,20,025
"Ellsworth County, Kansas",6293,5389,591,20,053
"Harper County, Kansas",5673,5518,888,20,077
"Russell County, Kansas",6977,6859,439,20,167
"Lyon County, Kansas",33299,31605,5483,20,111
"Pawnee County, Kansas",6709,5609,488,20,145
"Allen County, Kansas",12630,12084,1989,20,001
"Comanche County, Kansas",1780,1691,105,20,033
"Elk County, Kansas",2562,2528,370,20,049
"Gove County, Kansas",2619,2570,304,20,063
"Harvey County, Kansas",34555,33161,3714,20,079
"Hodgeman County, Kansas",1842,1810,210,20,083
"Kearny County, Kansas",3932,3837,763,20,093
"Stafford County, Kansas",4214,4060,568,20,185
"McPherson County, Kansas",28630,27281,2712,20,113
"Osage County, Kansas",15882,15603,1989,20,139
"Greeley County, Kansas",1200,1169,99,20,071
"Coffey County, Kansas",8296,8161,968,20,031
"Crawford County, Kansas",39108,37115,7770,20,037
"Ellis County, Kansas",28878,27667,4434,20,051
"Greenwood County, Kansas",6156,6057,738,20,073
"Labette County, Kansas",20367,19898,3553,20,099
"Linn County, Kansas",9635,9549,1575,20,107
"Sedgwick County, Kansas",512064,505333,70537,20,173
"Seward County, Kansas",22692,22098,3687,20,175
"Republic County, Kansas",4686,4587,490,20,157
"Graham County, Kansas",2545,2460,235,20,065
"Johnson County, Kansas",585502,579887,32365,20,091
"Douglas County, Kansas",119319,110955,20749,20,045
"Sheridan County, Kansas",2506,2470,126,20,179
"Miami County, Kansas",33127,32402,2509,20,121
"Gray County, Kansas",6037,5951,355,20,069
"Wallace County, Kansas",1575,1553,181,20,199
"Stevens County, Kansas",5686,5571,1008,20,189
"Washington County, Kansas",5525,5370,698,20,201
"Chautauqua County, Kansas",3367,3311,564,20,019
"Morton County, Kansas",2838,2754,204,20,129
"Reno County, Kansas",63101,60218,8021,20,155
"Cloud County, Kansas",9060,8647,1045,20,029
"Scott County, Kansas",4949,4863,112,20,171
"Doniphan County, Kansas",7736,7031,1029,20,043
"Haskell County, Kansas",4047,4000,508,20,081
"Lane County, Kansas",1642,1630,209,20,101
"Neosho County, Kansas",16125,15575,2719,20,133
"Brown County, Kansas",9664,9550,1358,20,013
"Phillips County, Kansas",5408,5291,513,20,147
"Riley County, Kansas",75296,65560,14169,20,161
"Decatur County, Kansas",2881,2804,522,20,039
"Jefferson County, Kansas",18888,18582,1484,20,087
"Butler County, Kentucky",12745,12428,2411,21,031
"Edmonson County, Kentucky",12122,12000,2250,21,061
"Harrison County, Kentucky",18668,18279,3145,21,097
"Bracken County, Kentucky",8306,8216,1568,21,023
"Lyon County, Kentucky",8186,6870,1060,21,143
"Elliott County, Kentucky",7517,6075,1840,21,063
"Jefferson County, Kentucky",767154,750506,110907,21,111
"Larue County, Kentucky",14156,13745,2125,21,123
"Mason County, Kentucky",17153,16750,3024,21,161
"Mercer County, Kentucky",21516,21278,3405,21,167
"Robertson County, Kentucky",2143,2080,564,21,201
"Russell County, Kentucky",17760,17489,4301,21,207
"Washington County, Kentucky",12019,11684,1942,21,229
"Ballard County, Kentucky",8090,7859,1334,21,007
"Barren County, Kentucky",43680,42652,10204,21,009
"Green County, Kentucky",11023,10879,1979,21,087
"Hancock County, Kentucky",8719,8601,1097,21,091
"Martin County, Kentucky",11919,10520,2763,21,159
"Hardin County, Kentucky",108095,105090,14638,21,093
"McLean County, Kentucky",9331,9168,1552,21,149
"Ohio County, Kentucky",24071,23596,4847,21,183
"Powell County, Kentucky",12321,11922,2612,21,197
"Webster County, Kentucky",13155,12742,2822,21,233
"Caldwell County, Kentucky",12727,12612,2006,21,033
"Casey County, Kentucky",15796,15385,4093,21,045
"Christian County, Kentucky",72263,65603,13280,21,047
"Grayson County, Kentucky",26178,25846,6548,21,085
"Henry County, Kentucky",15814,15732,3019,21,103
"Hopkins County, Kentucky",45664,44283,7936,21,107
"Jackson County, Kentucky",13373,13245,4025,21,109
"Laurel County, Kentucky",60180,59227,14010,21,125
"Marshall County, Kentucky",31166,30472,3460,21,157
"Meade County, Kentucky",28326,27862,3252,21,163
"Montgomery County, Kentucky",27759,27341,5666,21,173
"Nicholas County, Kentucky",7100,6960,1794,21,181
"Oldham County, Kentucky",65374,61591,3383,21,185
"Owen County, Kentucky",10741,10538,1727,21,187
"Rockcastle County, Kentucky",16827,16490,3467,21,203
"Scott County, Kentucky",53517,51925,6226,21,209
"Warren County, Kentucky",126427,118750,20703,21,227
"Allen County, Kentucky",20794,20512,3919,21,003
