NAME,B01003_001E,B17001_001E,B17001_002E,state,county
"Grant County, Kentucky",24683,24297,3755,21,081
"Graves County, Kentucky",37200,36407,7456,21,083
"Grayson County, Kentucky",25772,25223,5462,21,085
"Green County, Kentucky",11309,11160,2279,21,087
"Greenup County, Kentucky",36922,36288,6032,21,089
"Hancock County, Kentucky",8588,8518,1093,21,091
"Hardin County, Kentucky",104513,100271,14857,21,093
"Harlan County, Kentucky",29210,28759,9340,21,095
"Harrison County, Kentucky",18781,18511,4248,21,097
"Hart County, Kentucky",18278,17983,4251,21,099
"Henderson County, Kentucky",46254,45116,7359,21,101
"Henry County, Kentucky",15428,15191,2920,21,103
"Hickman County, Kentucky",4869,4684,817,21,105
"Hopkins County, Kentucky",46891,46039,8970,21,107
"Jackson County, Kentucky",13475,13342,4508,21,109
"Jefferson County, Kentucky",741285,726848,119569,21,111
"Jessamine County, Kentucky",48591,46683,7401,21,113
"Johnson County, Kentucky",23339,22823,5151,21,115
"Kenton County, Kentucky",159926,157376,20812,21,117
"Knott County, Kentucky",16368,15732,3789,21,119
"Knox County, Kentucky",31874,31162,11173,21,121
"Larue County, Kentucky",14175,13912,2378,21,123
"Laurel County, Kentucky",58891,58124,11847,21,125
"Lawrence County, Kentucky",15889,15794,4254,21,127
"Lee County, Kentucky",7831,6984,2579,21,129
"Leslie County, Kentucky",11318,11154,2359,21,131
"Letcher County, Kentucky",24336,23977,6172,21,133
"Lewis County, Kentucky",13889,13521,4286,21,135
"Lincoln County, Kentucky",24671,24351,5795,21,137
"Livingston County, Kentucky",9479,9366,1295,21,139
"Logan County, Kentucky",26786,26453,5071,21,141
"Lyon County, Kentucky",8336,6854,1097,21,143
"McCracken County, Kentucky",65558,64198,10441,21,145
"McCreary County, Kentucky",18204,16396,5043,21,147
"McLean County, Kentucky",9554,9434,1645,21,149
"Madison County, Kentucky",83174,77259,16195,21,151
"Magoffin County, Kentucky",13229,13055,4367,21,153
"Marion County, Kentucky",19872,18481,3424,21,155
"Marshall County, Kentucky",31393,30758,3699,21,157
"Martin County, Kentucky",12934,11429,4085,21,159
"Mason County, Kentucky",17495,17058,3316,21,161
"Meade County, Kentucky",28979,28792,4520,21,163
"Menifee County, Kentucky",6331,6135,1900,21,165
"Mercer County, Kentucky",21283,21041,3496,21,167
"Metcalfe County, Kentucky",10074,9914,1599,21,169
"Monroe County, Kentucky",10925,10735,2708,21,171
"Montgomery County, Kentucky",26517,26027,6618,21,173
"Morgan County, Kentucky",13898,12069,3511,21,175
"Muhlenberg County, Kentucky",31399,29979,5774,21,177
"Nelson County, Kentucky",43500,43100,7543,21,179
"Nicholas County, Kentucky",7092,6921,1125,21,181
"Ohio County, Kentucky",23975,23502,4883,21,183
"Oldham County, Kentucky",60357,55878,3815,21,185
"Owen County, Kentucky",10870,10765,1710,21,187
"Owsley County, Kentucky",4764,4695,1708,21,189
"Pendleton County, Kentucky",14771,14601,2364,21,191
"Perry County, Kentucky",28617,27899,7187,21,193
"Pike County, Kentucky",64887,63607,14946,21,195
"Powell County, Kentucky",12638,12410,3591,21,197
"Pulaski County, Kentucky",63045,61917,14441,21,199
"Robertson County, Kentucky",2251,2209,560,21,201
"Rockcastle County, Kentucky",17090,16740,4472,21,203
"Rowan County, Kentucky",23351,20507,6143,21,205
"Russell County, Kentucky",17562,17350,4740,21,207
"Scott County, Kentucky",47211,45531,6255,21,209
"Shelby County, Kentucky",42286,40790,5073,21,211
"Simpson County, Kentucky",17323,16936,2918,21,213
"Spencer County, Kentucky",17135,16884,1190,21,215
"Taylor County, Kentucky",24514,23586,5425,21,217
"Todd County, Kentucky",12472,12266,2399,21,219
"Trigg County, Kentucky",14282,14128,1911,21,221
"Trimble County, Kentucky",8829,8759,1475,21,223
"Union County, Kentucky",14992,14740,3845,21,225
"Warren County, Kentucky",113787,107652,20355,21,227
"Washington County, Kentucky",11701,11343,1792,21,229
"Wayne County, Kentucky",20819,20362,5459,21,231
"Webster County, Kentucky",13618,13315,2291,21,233
"Whitley County, Kentucky",35756,34330,9037,21,235
"Wolfe County, Kentucky",7298,7171,2969,21,237
"Woodford County, Kentucky",24847,24551,2987,21,239
"Acadia Parish, Louisiana",61611,60637,11568,22,001
"Allen Parish, Louisiana",25740,21461,3563,22,003
"Ascension Parish, Louisiana",107647,106432,11944,22,005
"Assumption Parish, Louisiana",23321,23070,4340,22,007
"Avoyelles Parish, Louisiana",41925,38453,8899,22,009
"Beauregard Parish, Louisiana",35662,34070,5058,22,011
"Bienville Parish, Louisiana",14312,13956,3911,22,013
"Bossier Parish, Louisiana",117742,115885,15542,22,015
"Caddo Parish, Louisiana",254970,248752,47928,22,017
"Calcasieu Parish, Louisiana",192307,188148,31591,22,019
"Caldwell Parish, Louisiana",10118,9694,2155,22,021
"Cameron Parish, Louisiana",6934,6876,614,22,023
"Catahoula Parish, Louisiana",10409,9610,2021,22,025
"Claiborne Parish, Louisiana",17059,15438,4350,22,027
"Concordia Parish, Louisiana",20624,19278,5755,22,029
"De Soto Parish, Louisiana",26695,26213,5179,22,031
"East Baton Rouge Parish, Louisiana",439662,428035,79344,22,033
"East Carroll Parish, Louisiana",7738,6652,2987,22,035
"East Feliciana Parish, Louisiana",20252,18248,3754,22,037
"Evangeline Parish, Louisiana",33989,31730,7193,22,039
"Franklin Parish, Louisiana",20714,19163,5432,22,041
"Grant Parish, Louisiana",22049,19450,3326,22,043
"Iberia Parish, Louisiana",73527,71261,14882,22,045
"Iberville Parish, Louisiana",33386,29326,5260,22,047
"Jackson Parish, Louisiana",16210,15685,3168,22,049
"Jefferson Parish, Louisiana",432706,429564,65598,22,051
"Jefferson Davis Parish, Louisiana",31529,30961,5618,22,053
"Lafayette Parish, Louisiana",221602,216795,36096,22,055
"Lafourche Parish, Louisiana",96453,94329,13719,22,057
"LaSalle Parish, Louisiana",14840,13823,1442,22,059
"Lincoln Parish, Louisiana",46543,42690,12174,22,061
"Livingston Parish, Louisiana",128192,126944,16116,22,063
"Madison Parish, Louisiana",12113,10843,4037,22,065
"Morehouse Parish, Louisiana",27893,26897,6929,22,067
"Natchitoches Parish, Louisiana",39434,38177,10479,22,069
"Orleans Parish, Louisiana",341407,330364,89988,22,071
"Ouachita Parish, Louisiana",153752,147856,34312,22,073
"Plaquemines Parish, Louisiana",23220,23030,2532,22,075
"Pointe Coupee Parish, Louisiana",22821,22525,4165,22,077
"Rapides Parish, Louisiana",131655,127599,25335,22,079
"Red River Parish, Louisiana",9068,8820,1853,22,081
"Richland Parish, Louisiana",20785,19796,3996,22,083
"Sabine Parish, Louisiana",24265,23719,5022,22,085
"St. Bernard Parish, Louisiana",35947,35462,6468,22,087
"St. Charles Parish, Louisiana",52663,52021,6684,22,089
"St. Helena Parish, Louisiana",11106,10959,2861,22,091
"St. James Parish, Louisiana",21978,21677,3458,22,093
"St. John the Baptist Parish, Louisiana",45741,44873,7112,22,095
"St. Landry Parish, Louisiana",83774,82542,21765,22,097
"St. Martin Parish, Louisiana",52343,51280,9279,22,099
"St. Mary Parish, Louisiana",54285,53577,10895,22,101
"St. Tammany Parish, Louisiana",234283,231514,24954,22,103
"Tangipahoa Parish, Louisiana",121209,117831,26062,22,105
"Tensas Parish, Louisiana",5189,4742,1464,22,107
"Terrebonne Parish, Louisiana",111666,110108,18457,22,109
"Union Parish, Louisiana",22633,22291,5626,22,111
"Vermilion Parish, Louisiana",58041,57223,9694,22,113
"Vernon Parish, Louisiana",51542,49087,6209,22,115
"Washington Parish, Louisiana",47025,45111,12087,22,117
"Webster Parish, Louisiana",41156,40012,8646,22,119
"West Baton Rouge Parish, Louisiana",23748,23051,3441,22,121
"West Carroll Parish, Louisiana",11587,10690,2420,22,123
"West Feliciana Parish, Louisiana",15575,11145,1703,22,125
"Winn Parish, Louisiana",15233,13310,2764,22,127
"Androscoggin County, Maine",107766,104314,15486,23,001
"Aroostook County, Maine",71757,69891,11129,23,003
"Cumberland County, Maine",282143,273982,30315,23,005
"Franklin County, Maine",30704,29432,5037,23,007
"Hancock County, Maine",54470,52831,6706,23,009
"Kennebec County, Maine",122022,118757,14887,23,011
"Knox County, Maine",39848,38805,4464,23,013
"Lincoln County, Maine",34440,33900,3760,23,015
"Oxford County, Maine",57814,56149,8156,23,017
"Penobscot County, Maine",153742,146921,25165,23,019
"Piscataquis County, Maine",17432,17204,3039,23,021
"Sagadahoc County, Maine",35394,35112,3519,23,023
"Somerset County, Maine",52098,51167,9331,23,025
"Waldo County, Maine",38761,38003,5887,23,027
"Washington County, Maine",32832,31739,6284,23,029
"York County, Maine",197861,195258,18479,23,031
"Allegany County, Maryland",74645,66747,10740,24,001
"Anne Arundel County, Maryland",538473,522459,30889,24,003
"Baltimore County, Maryland",807318,787862,67329,24,005
"Calvert County, Maryland",88774,87966,4347,24,009
"Caroline County, Maryland",32947,32314,4169,24,011
"Carroll County, Maryland",167249,163461,9032,24,013
"Cecil County, Maryland",101109,99543,9547,24,015
"Charles County, Maryland",147107,145596,9804,24,017
"Dorchester County, Maryland",32570,32012,5092,24,019
"Frederick County, Maryland",234268,229732,13091,24,021
"Garrett County, Maryland",30079,29255,3797,24,023
"Harford County, Maryland",245396,243215,18133,24,025
"Howard County, Maryland",288676,286285,12503,24,027
"Kent County, Maryland",20184,18731,2031,24,029
"Montgomery County, Maryland",974824,966636,63154,24,031
"Prince George's County, Maryland",865443,843465,73215,24,033
"Queen Anne's County, Maryland",47894,47423,3529,24,035
"St. Mary's County, Maryland",105528,102723,7331,24,037
"Somerset County, Maryland",26402,19352,3945,24,039
"Talbot County, Maryland",37746,37256,2822,24,041
"Washington County, Maryland",147882,140355,16709,24,043
"Wicomico County, Maryland",98940,95183,15436,24,045
"Worcester County, Maryland",51398,50580,5556,24,047
"Baltimore city, Maryland",620644,597239,139915,24,510
"Barnstable County, Massachusetts",216021,212567,19204,25,001
"Berkshire County, Massachusetts",130866,125353,15533,25,003
"Bristol County, Massachusetts",548739,534527,64191,25,005
"Dukes County, Massachusetts",16581,16440,1778,25,007
"Essex County, Massachusetts",744961,728991,80049,25,009
"Franklin County, Massachusetts",71489,70288,8345,25,011
"Hampden County, Massachusetts",464072,448940,76839,25,013
"Hampshire County, Massachusetts",158850,135058,16066,25,015
"Middlesex County, Massachusetts",1507558,1455718,115308,25,017
"Nantucket County, Massachusetts",10194,9956,883,25,019
"Norfolk County, Massachusetts",672078,653710,42258,25,021
"Plymouth County, Massachusetts",495407,484074,36251,25,023
"Suffolk County, Massachusetts",724502,684327,141698,25,025
"Worcester County, Massachusetts",799277,773429,79883,25,027
"Alcona County, Michigan",10943,10786,1632,26,001
"Alger County, Michigan",9531,8463,1260,26,003
"Allegan County, Michigan",111589,110386,14420,26,005
"Alpena County, Michigan",29602,29172,4908,26,007
"Antrim County, Michigan",23634,23352,3741,26,009
"Arenac County, Michigan",15952,15274,2748,26,011
"Baraga County, Michigan",8808,7172,1055,26,013
"Barry County, Michigan",59249,58673,6356,26,015
"Bay County, Michigan",107633,106421,14397,26,017
"Benzie County, Michigan",17554,17332,2251,26,019
"Berrien County, Michigan",156759,153175,26729,26,021
"Branch County, Michigan",44920,42147,7310,26,023
"Calhoun County, Michigan",136063,133047,22585,26,025
"Cass County, Michigan",52412,51871,7116,26,027
"Charlevoix County, Michigan",26057,25745,3195,26,029
"Cheboygan County, Michigan",26195,25756,4632,26,031
"Chippewa County, Michigan",38919,34001,6291,26,033
"Clare County, Michigan",30924,30262,7502,26,035
"Clinton County, Michigan",75274,74257,8295,26,037
"Crawford County, Michigan",14119,13575,2532,26,039
"Delta County, Michigan",37075,36345,5575,26,041
"Dickinson County, Michigan",26286,25783,2834,26,043
"Eaton County, Michigan",107861,106227,10545,26,045
"Emmet County, Michigan",32799,32279,3531,26,047
"Genesee County, Michigan",425337,420584,83539,26,049
"Gladwin County, Michigan",25736,25377,5265,26,051
"Gogebic County, Michigan",16297,14803,2805,26,053
"Grand Traverse County, Michigan",87483,84673,9450,26,055
"Gratiot County, Michigan",42340,36769,6741,26,057
"Hillsdale County, Michigan",46617,45270,8880,26,059
"Houghton County, Michigan",36519,33866,8023,26,061
"Huron County, Michigan",33001,32624,4865,26,063
"Ingham County, Michigan",281323,261551,56119,26,065
"Ionia County, Michigan",64149,59425,9679,26,067
"Iosco County, Michigan",25880,25533,5015,26,069
"Iron County, Michigan",11837,11352,1560,26,071
"Isabella County, Michigan",70186,64238,20593,26,073
"Jackson County, Michigan",160257,151516,24357,26,075
"Kalamazoo County, Michigan",250704,242283,45856,26,077
"Kalkaska County, Michigan",17231,16812,2717,26,079
"Kent County, Michigan",605244,595152,92821,26,081
"Keweenaw County, Michigan",2168,2103,396,26,083
"Lake County, Michigan",11543,11199,2703,26,085
"Lapeer County, Michigan",88626,86946,9982,26,087
"Leelanau County, Michigan",21677,21525,2390,26,089
"Lenawee County, Michigan",99878,95352,13422,26,091
"Livingston County, Michigan",181678,180621,11428,26,093
"Luce County, Michigan",6590,5462,922,26,095
"Mackinac County, Michigan",11144,10968,1676,26,097
"Macomb County, Michigan",841769,833882,98623,26,099
"Manistee County, Michigan",24753,23471,3600,26,101
"Marquette County, Michigan",67178,62993,9687,26,103
"Mason County, Michigan",28672,28360,4806,26,105
"Mecosta County, Michigan",42947,39236,8992,26,107
"Menominee County, Michigan",24041,23611,3466,26,109
"Midland County, Michigan",83744,82163,10022,26,111
"Missaukee County, Michigan",14945,14760,2281,26,113
"Monroe County, Michigan",151944,150524,17694,26,115
"Montcalm County, Michigan",63357,60989,11325,26,117
"Montmorency County, Michigan",9709,9525,1782,26,119
"Muskegon County, Michigan",171755,165825,32385,26,121
"Newaygo County, Michigan",48517,47587,8702,26,123
"Oakland County, Michigan",1207097,1197049,118896,26,125
"Oceana County, Michigan",26636,26266,5401,26,127
"Ogemaw County, Michigan",21674,21372,4388,26,129
"Ontonagon County, Michigan",6703,6574,1020,26,131
"Osceola County, Michigan",23486,22998,4611,26,133
"Oscoda County, Michigan",8709,8645,1739,26,135
"Otsego County, Michigan",24175,23733,2909,26,137
"Ottawa County, Michigan",264835,255868,26966,26,139
"Presque Isle County, Michigan",13368,13185,1663,26,141
"Roscommon County, Michigan",24447,24095,5207,26,143
"Saginaw County, Michigan",200017,194959,36460,26,145
"St. Clair County, Michigan",162978,161420,23149,26,147
"St. Joseph County, Michigan",61314,60372,10430,26,149
"Sanilac County, Michigan",43096,42542,7089,26,151
"Schoolcraft County, Michigan",8455,8235,1506,26,153
"Shiawassee County, Michigan",70402,69526,10028,26,155
"Tuscola County, Michigan",55616,54630,8576,26,157
"Van Buren County, Michigan",76149,75183,14193,26,159
"Washtenaw County, Michigan",346010,326040,47743,26,161
"Wayne County, Michigan",1822469,1801270,428323,26,163
"Wexford County, Michigan",32694,32310,5716,26,165
"Aitkin County, Minnesota",16166,15928,1999,27,001
"Anoka County, Minnesota",331649,328197,23324,27,003
"Becker County, Minnesota",32600,32065,3786,27,005
"Beltrami County, Minnesota",44652,42841,8855,27,007
"Benton County, Minnesota",38560,37980,5527,27,009
"Big Stone County, Minnesota",5250,5116,659,27,011
"Blue Earth County, Minnesota",63991,60723,11756,27,013
"Brown County, Minnesota",25772,24675,2221,27,015
"Carlton County, Minnesota",35304,34101,4072,27,017
"Carver County, Minnesota",91355,90526,4679,27,019
"Cass County, Minnesota",28519,28219,4644,27,021
"Chippewa County, Minnesota",12327,12091,1142,27,023
"Chisago County, Minnesota",53526,51913,3949,27,025
"Clay County, Minnesota",58937,54900,6851,27,027
"Clearwater County, Minnesota",8672,8523,1288,27,029
"Cook County, Minnesota",5206,5150,503,27,031
"Cottonwood County, Minnesota",11665,11355,1446,27,033
"Crow Wing County, Minnesota",62521,61841,8258,27,035
"Dakota County, Minnesota",399443,397374,25246,27,037
"Dodge County, Minnesota",20071,19902,1454,27,039
"Douglas County, Minnesota",36167,35473,3641,27,041
"Faribault County, Minnesota",14546,14091,1741,27,043
"Fillmore County, Minnesota",20880,20396,2622,27,045
"Freeborn County, Minnesota",31188,30760,3618,27,047
"Goodhue County, Minnesota",46144,45289,3934,27,049
"Grant County, Minnesota",6016,5906,582,27,051
"Hennepin County, Minnesota",1158039,1136433,143141,27,053
"Houston County, Minnesota",19001,18720,1832,27,055
"Hubbard County, Minnesota",20372,20057,2427,27,057
"Isanti County, Minnesota",38004,37556,3041,27,059
"Itasca County, Minnesota",45052,44179,5518,27,061
"Jackson County, Minnesota",10273,10076,1154,27,063
"Kanabec County, Minnesota",16255,16102,2112,27,065
"Kandiyohi County, Minnesota",42150,41434,5362,27,067
"Kittson County, Minnesota",4547,4411,405,27,069
"Koochiching County, Minnesota",13293,13028,1564,27,071
"Lac qui Parle County, Minnesota",7240,7049,498,27,073
"Lake County, Minnesota",10849,10573,1390,27,075
"Lake of the Woods County, Minnesota",4039,4007,710,27,077
"Le Sueur County, Minnesota",27744,27439,2489,27,079
"Lincoln County, Minnesota",5876,5710,424,27,081
"Lyon County, Minnesota",25714,24551,3446,27,083
"McLeod County, Minnesota",36527,35879,2773,27,085
"Mahnomen County, Minnesota",5442,5371,1459,27,087
"Marshall County, Minnesota",9475,9301,731,27,089
"Martin County, Minnesota",20727,20418,2159,27,091
"Meeker County, Minnesota",23262,22802,2415,27,093
"Mille Lacs County, Minnesota",26004,25396,3560,27,095
"Morrison County, Minnesota",33173,32743,4328,27,097
"Mower County, Minnesota",39115,38363,6072,27,099
"Murray County, Minnesota",8690,8565,866,27,101
"Nicollet County, Minnesota",32689,30343,3336,27,103
"Nobles County, Minnesota",21349,21004,3604,27,105
"Norman County, Minnesota",6796,6625,749,27,107
"Olmsted County, Minnesota",144507,142075,12013,27,109
"Otter Tail County, Minnesota",57381,56128,6870,27,111
"Pennington County, Minnesota",13950,13601,1441,27,113
"Pine County, Minnesota",29564,27824,4110,27,115
"Pipestone County, Minnesota",9536,9308,944,27,117
"Polk County, Minnesota",31426,30292,3705,27,119
"Towns County, Georgia",10491,9740,1510,13,281
"Treutlen County, Georgia",6851,6392,1547,13,283
"Troup County, Georgia",67146,65251,14420,13,285
"Turner County, Georgia",8834,8537,1939,13,287
"Twiggs County, Georgia",8984,8873,2435,13,289
"Union County, Georgia",21344,20990,3660,13,291
"Upson County, Georgia",27061,26482,5449,13,293
"Walker County, Georgia",68463,66894,11051,13,295
"Walton County, Georgia",83771,82825,11421,13,297
"Ware County, Georgia",36099,33416,7902,13,299
"Warren County, Georgia",5788,5714,1601,13,301
"Washington County, Georgia",21092,19520,4825,13,303
"Wayne County, Georgia",30157,27852,5731,13,305
"Webster County, Georgia",2773,2769,622,13,307
"Wheeler County, Georgia",7572,4241,1101,13,309
"White County, Georgia",27141,26619,4587,13,311
"Whitfield County, Georgia",102152,100917,19575,13,313
"Wilcox County, Georgia",9142,7074,2023,13,315
"Wilkes County, Georgia",10398,10181,2933,13,317
"Wilkinson County, Georgia",9577,9485,1797,13,319
"Worth County, Georgia",21746,21516,4715,13,321
"Hawaii County, Hawaii",185399,182362,31037,15,001
"Honolulu County, Hawaii",955215,925392,88962,15,003
"Kalawao County, Hawaii",66,64,7,15,005
"Kauai County, Hawaii",67113,66073,7262,15,007
"Maui County, Hawaii",154937,153058,15733,15,009
"Ada County, Idaho",394961,386708,47081,16,001
"Adams County, Idaho",3976,3892,537,16,003
"Bannock County, Idaho",82584,80609,11363,16,005
"Bear Lake County, Idaho",5977,5920,912,16,007
"Benewah County, Idaho",9247,9121,1325,16,009
"Bingham County, Idaho",45312,44964,6909,16,011
"Blaine County, Idaho",21323,21194,1876,16,013
"Boise County, Idaho",7014,6942,1072,16,015
"Bonner County, Idaho",40806,40290,6559,16,017
"Bonneville County, Idaho",104177,103294,11998,16,019
"Boundary County, Idaho",10857,10597,1705,16,021
"Butte County, Idaho",2828,2771,397,16,023
"Camas County, Idaho",1276,1257,188,16,025
"Canyon County, Idaho",189396,186091,36459,16,027
"Caribou County, Idaho",6872,6703,515,16,029
"Cassia County, Idaho",22813,22386,3608,16,031
"Clark County, Idaho",780,780,111,16,033
"Clearwater County, Idaho",8679,7861,889,16,035
"Custer County, Idaho",4338,4283,801,16,037
"Elmore County, Idaho",26655,25863,4036,16,039
"Franklin County, Idaho",12739,12669,1495,16,041
"Fremont County, Idaho",13123,12631,1367,16,043
"Gem County, Idaho",16768,16493,2943,16,045
"Gooding County, Idaho",15327,15047,3098,16,047
"Idaho County, Idaho",16215,15741,3019,16,049
"Jefferson County, Idaho",25940,25789,2833,16,051
"Jerome County, Idaho",22140,21967,4078,16,053
"Kootenai County, Idaho",139083,137497,17645,16,055
"Latah County, Idaho",37365,34258,7474,16,057
"Lemhi County, Idaho",7892,7771,1647,16,059
"Lewis County, Idaho",3818,3749,648,16,061
"Lincoln County, Idaho",5167,5027,789,16,063
"Madison County, Idaho",37311,36091,13047,16,065
"Minidoka County, Idaho",19909,19726,2952,16,067
"Nez Perce County, Idaho",39226,38404,4441,16,069
"Oneida County, Idaho",4236,4204,636,16,071
"Owyhee County, Idaho",11479,11355,2863,16,073
"Payette County, Idaho",22614,22398,4297,16,075
"Power County, Idaho",7717,7652,956,16,077
"Shoshone County, Idaho",12797,12177,2093,16,079
"Teton County, Idaho",10007,9882,840,16,081
"Twin Falls County, Idaho",77122,75407,11628,16,083
"Valley County, Idaho",9793,9611,994,16,085
"Washington County, Idaho",10144,9986,1480,16,087
"Adams County, Illinois",67098,65070,8819,17,001
"Alexander County, Illinois",8147,7723,2400,17,003
"Bond County, Illinois",17762,16838,2266,17,005
"Boone County, Illinois",54141,53692,5405,17,007
"Brown County, Illinois",6913,5176,490,17,009
"Bureau County, Illinois",34798,34296,3813,17,011
"Calhoun County, Illinois",5065,4989,643,17,013
"Carroll County, Illinois",15338,15042,1883,17,015
"Cass County, Illinois",13570,13328,2278,17,017
"Champaign County, Illinois",200931,184223,40685,17,019
"Christian County, Illinois",34805,32965,5236,17,021
"Clark County, Illinois",16353,15977,1842,17,023
"Clay County, Illinois",13828,13562,2015,17,025
"Clinton County, Illinois",37793,35651,2759,17,027
"Coles County, Illinois",53683,49129,10818,17,029
"Cook County, Illinois",5197677,5121492,839805,17,031
"Crawford County, Illinois",19777,18949,2846,17,033
"Cumberland County, Illinois",11044,10835,1451,17,035
"DeKalb County, Illinois",104820,97253,16432,17,037
"De Witt County, Illinois",16562,16023,1668,17,039
"Douglas County, Illinois",19908,19626,1987,17,041
"DuPage County, Illinois",918608,905742,59962,17,043
"Edgar County, Illinois",18513,18168,2851,17,045
"Edwards County, Illinois",6691,6654,741,17,047
"Effingham County, Illinois",34258,33739,3286,17,049
"Fayette County, Illinois",22082,21077,3864,17,051
"Ford County, Illinois",14045,13546,1347,17,053
"Franklin County, Illinois",39518,38839,7314,17,055
"Fulton County, Illinois",36989,34426,5105,17,057
"Gallatin County, Illinois",5592,5482,959,17,059
"Greene County, Illinois",13828,13446,1617,17,061
"Grundy County, Illinois",49870,49369,4262,17,063
"Hamilton County, Illinois",8430,8266,1067,17,065
"Hancock County, Illinois",19063,18712,2596,17,067
"Hardin County, Illinois",4315,4205,874,17,069
"Henderson County, Illinois",7275,7168,745,17,071
"Henry County, Illinois",50378,49320,4996,17,073
"Iroquois County, Illinois",29689,28929,3399,17,075
"Jackson County, Illinois",59992,54259,16028,17,077
"Jasper County, Illinois",9707,9603,723,17,079
"Jefferson County, Illinois",38908,36824,6035,17,081
"Jersey County, Illinois",22939,21913,1750,17,083
"Jo Daviess County, Illinois",22663,22403,2261,17,085
"Johnson County, Illinois",12653,10555,1192,17,087
"Kane County, Illinois",514891,507964,55713,17,089
"Kankakee County, Illinois",113170,109222,17597,17,091
"Kendall County, Illinois",114226,113590,4437,17,093
"Knox County, Illinois",52698,48504,7763,17,095
"Lake County, Illinois",701282,683517,59212,17,097
"LaSalle County, Illinois",113688,111209,12511,17,099
"Lawrence County, Illinois",16778,10923,1481,17,101
"Lee County, Illinois",35778,33624,3352,17,103
"Livingston County, Illinois",38903,34308,3697,17,105
"Logan County, Illinois",30278,23338,3071,17,107
"McDonough County, Illinois",32568,27005,6033,17,109
"McHenry County, Illinois",308163,306512,22920,17,111
"McLean County, Illinois",169689,160213,22435,17,113
"Macon County, Illinois",110558,106900,17370,17,115
"Macoupin County, Illinois",47712,46311,5591,17,117
"Madison County, Illinois",268586,261202,36011,17,119
"Marion County, Illinois",39319,38431,6195,17,121
"Marshall County, Illinois",12567,12232,1250,17,123
"Mason County, Illinois",14636,14412,2449,17,125
"Massac County, Illinois",15370,15023,2407,17,127
"Menard County, Illinois",12728,12503,1169,17,129
"Mercer County, Illinois",16421,16215,1685,17,131
"Monroe County, Illinois",33003,32590,1604,17,133
"Montgomery County, Illinois",29977,25058,3554,17,135
"Morgan County, Illinois",35544,32706,4542,17,137
"Moultrie County, Illinois",14844,14406,1540,17,139
"Ogle County, Illinois",53378,52545,5239,17,141
"Peoria County, Illinois",186399,180493,30350,17,143
"Perry County, Illinois",22287,19988,3415,17,145
"Piatt County, Illinois",16679,16468,1043,17,147
"Pike County, Illinois",16436,15841,2645,17,149
"Pope County, Illinois",4399,4246,623,17,151
"Pulaski County, Illinois",6107,5948,1360,17,153
"Putnam County, Illinois",5968,5932,822,17,155
"Randolph County, Illinois",33353,29793,3706,17,157
"Richland County, Illinois",16181,16000,2247,17,159
"Rock Island County, Illinois",147504,142816,17027,17,161
"St. Clair County, Illinois",268873,264319,44936,17,163
"Saline County, Illinois",24975,23969,4460,17,165
"Sangamon County, Illinois",197474,193959,26326,17,167
"Schuyler County, Illinois",7499,7235,1060,17,169
"Scott County, Illinois",5322,5240,549,17,171
"Shelby County, Illinois",22316,22006,2219,17,173
"Stark County, Illinois",5983,5839,706,17,175
"Stephenson County, Illinois",47532,46677,6681,17,177
"Tazewell County, Illinois",135201,132429,11553,17,179
"Union County, Illinois",17799,17405,3419,17,181
"Vermilion County, Illinois",81463,79519,15010,17,183
"Wabash County, Illinois",11935,11785,1517,17,185
"Warren County, Illinois",17723,16450,2530,17,187
"Washington County, Illinois",14692,14391,1418,17,189
"Wayne County, Illinois",16727,16552,2144,17,191
"White County, Illinois",14686,14343,2223,17,193
"Whiteside County, Illinois",58400,57258,6996,17,195
"Will County, Illinois",677669,669779,51461,17,197
"Williamson County, Illinois",66335,64190,10606,17,199
"Winnebago County, Illinois",294433,289393,49304,17,201
"Woodford County, Illinois",38736,37516,2766,17,203
"Adams County, Indiana",34343,33872,5638,18,001
"Allen County, Indiana",355940,349713,50441,18,003
"Bartholomew County, Indiana",77297,76024,8981,18,005
"Benton County, Indiana",8816,8628,991,18,007
"Blackford County, Indiana",12742,12406,2052,18,009
"Boone County, Indiana",56823,56229,4271,18,011
"Brown County, Indiana",15181,15013,1990,18,013
"Carroll County, Indiana",20105,19816,2156,18,015
"Cass County, Indiana",38875,37865,6197,18,017
"Clark County, Indiana",110100,108528,13263,18,019
"Clay County, Indiana",26908,26480,3774,18,021
"Clinton County, Indiana",33179,32378,4569,18,023
"Crawford County, Indiana",10702,10554,2071,18,025
"Daviess County, Indiana",31604,30986,4272,18,027
"Dearborn County, Indiana",49904,49113,3960,18,029
"Decatur County, Indiana",25772,25402,3720,18,031
"DeKalb County, Indiana",42218,41758,5051,18,033
"Delaware County, Indiana",117459,109077,22883,18,035
"Dubois County, Indiana",41995,41164,3262,18,037
"Elkhart County, Indiana",198214,194253,31963,18,039
"Fayette County, Indiana",24220,23626,5581,18,041
"Floyd County, Indiana",74601,73464,8844,18,043
"Fountain County, Indiana",17212,17026,1985,18,045
"Franklin County, Indiana",23108,22940,3180,18,047
"Fulton County, Indiana",20762,20450,2803,18,049
"Gibson County, Indiana",33437,32566,4181,18,051
"Grant County, Indiana",69886,64482,11263,18,053
"Greene County, Indiana",33032,32619,4678,18,055
"Hamilton County, Indiana",276098,274404,12760,18,057
